File,WMC,DIT,NOC,CBO,RFC,LCOM,CA,CE,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,CC,MaX_CC,SUM_LOC+,MAX_LOC+,SUM_LOC-,MAX_LOC-,MAX_SET,AVG_SET,NO_REV,SUM_CHRN,MAX_CHRN,Age,CountOfDeveloper,REF,PRE_BUG,POST_BUG
src/main/org/apache/tools/ant/taskdefs/cvslib/CvsVersion.java,7,0,0,3,32,9,1,2,7,0.916666667,317,0.666666667,0,0,0.642857143,0,0,43.42857143,4.714285714,22,0,0,0,0,0,0,0,0,0,475.14,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/util/regexp/JakartaRegexpRegexp.java,3,0,0,5,16,3,0,5,2,1.5,96,1,0,0,0.666666667,0,0,30.66666667,1,2,1,1,1,1,34,34,1,2,2,-18.85,1,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/types/resources/Resources.java,16,0,0,20,50,86,13,9,8,0.84,257,0.6,1,0,0.222222222,0,0,14.75,1.75,6,27,16,27,15,81,79.5,2,54,31,46.42,2,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/TypeAdapter.java,5,1,0,8,5,10,7,1,5,2,5,0,0,0,0.4,0,0,0,1,1,1,1,1,1,29,29,1,2,2,28.42,1,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/CopyPath.java,11,0,0,9,37,29,0,9,9,0.888888889,269,0.666666667,3,0,0.228571429,0,0,22.63636364,1,2,1,1,1,1,135,135,1,2,2,40.71,1,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/GUnzip.java,4,0,0,5,23,6,0,5,1,1.333333333,119,1,0,0,1,0,0,28.25,1.25,3,0,0,0,0,0,0,0,0,0,667.14,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/Move.java,10,0,0,11,73,13,1,10,2,0.333333333,919,1,0,0,0.7,0,0,90.8,4,18,22,22,4,4,1,1,1,26,26,75,1,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/condition/Equals.java,11,1,0,3,18,35,1,2,9,0.757142857,209,1,0,0,0.454545455,0,0,17.36363636,1.090909091,2,0,0,0,0,0,0,0,0,0,604.85,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/ccm/CCMCheckin.java,1,0,0,1,9,0,0,1,1,2,19,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,605.85,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/listener/Log4jListener.java,8,1,0,7,30,0,0,7,8,0.571428571,251,0.5,0,0,0.9375,0,0,30.125,2.5,5,0,0,0,0,0,0,0,0,0,604.85,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/util/regexp/RegexpMatcherFactory.java,6,1,1,8,14,15,3,5,4,2,64,0,0,0,0.5,0,0,9.666666667,0.833333333,1,1,1,1,1,34,34,1,2,2,-18.85,1,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/types/ArchiveFileSet.java,37,0,2,19,84,370,6,13,30,0.876984127,718,0.857142857,1,0,0.147420147,0,0,18.02702703,1.837837838,6,9,3,8,3,135,101.66,3,17,6,46.42,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/testing/BuildTimeoutException.java,7,0,0,4,14,21,2,2,7,1.166666667,40,1,0,0,0.642857143,0,0,4.571428571,0,0,0,0,0,0,0,0,0,0,0,279.42,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/condition/IsTRUE.java,3,0,0,4,6,0,1,3,3,0,30,1,0,0,0.666666667,0,0,8.666666667,1,2,0,0,0,0,0,0,0,0,0,567.85,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/FixCRLF.java,21,0,0,15,72,54,1,14,16,0.854545455,544,0.909090909,2,0,0.194444444,0,0,24.38095238,1,3,3,3,3,3,78,78,1,6,6,28.28,1,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/Untar.java,7,0,0,9,38,15,0,9,4,0.333333333,267,1,1,0,0.303571429,0,0,37,1.142857143,2,0,0,0,0,0,0,0,0,0,667.14,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/Recorder.java,20,0,0,9,54,160,0,9,17,0.859649123,235,1,0,0,0.263157895,0,0,10.45,1.1,2,1,1,1,1,135,135,1,2,2,40.71,1,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/filters/TokenFilter.java,19,0,0,20,40,23,5,18,19,0.688888889,276,1,1,0,0.119298246,0,0,13.26315789,0.947368421,2,3,3,3,3,78,78,1,6,6,28.28,1,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/ejb/EJBDeploymentTool.java,4,1,0,5,4,6,2,3,4,2,4,0,0,0,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,657.14,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/TaskOutputStream.java,3,2,0,1,10,0,0,1,1,0,67,1,1,0.714285714,0.666666667,1,1,20.33333333,0.666666667,1,0,0,0,0,0,0,0,0,0,661.28,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/filters/UniqFilter.java,2,0,0,1,4,0,0,1,2,0,24,1,0,0,0.75,0,0,10.5,1.5,3,0,0,0,0,0,0,0,0,0,184.14,0,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/sos/SOSCheckout.java,4,0,0,3,14,6,0,3,3,2,68,0,0,0,0.5,0,0,16,1,2,0,0,0,0,0,0,0,0,0,579,0,FALSE,FALSE,FALSE
